Tweet,closed_probs,location
im sure theyll be sent north soon we saw them out there yesterday always welcome to visit :,0.9965024949301166,
update 37 4:58 pm #kincadefire continuing 1 ambulance for evaluation patients are with cal fire field medics sounding much better then a few minutes ago,0.9909759996948544,
nuevas ordenes de evacuacion vea el mapa aqui:   …,0.9809238768816866,
new incident: #sobrantefire off of la sierra ave and tin mine road east of corona in riverside county is 25 acres,0.9412465617025454,
no problem!,0.9735486119233407,
reminder that the sr160 isleton bridge will be closed today until 4 pm for continued bridge work please plan accordingly @caltranshq @chp_valley @chpsouthsac @asmfrazier @uscg @saccountyca,0.8891277124301639,
update 81 11:29 am #kincadefire fire communications is discussing a paitent with a minor burn injury unknown if the victim is a firefighter or civilian if you have not evacuated do so immideately,0.9818863240159598,
the heat detection satellite information has been updated showing the #kincadefire run south southwest between windsor and healdsburg,0.966012473981017,
cold weather “code blue” advisory -   …,0.9854727014464622,
pg&e will initiate power shutoffs beginning today at 3pm for preparedness tips visit:   pg&e iniciará cortes de energía a partir de hoy a las 3pm para consejos de preparacion visite: ,0.9942147482252,"['39.053344,-77.12182']"
advisory: laughlin rd will be closed this morning to remove a stuck semi-trailer truck from the laughlin rd bridge trucks longer than 38 ft have been prohibited from traveling the road since 2014 #vultures #sonomacounty background:   ,0.9248790995251024,
nothing dispatched likely the #kincadefire,0.9799293079577148,
most county offices will be open and resume services today nov 1 there are a few exceptions: airport animal services courts and human services details:  ,0.966329695108861,
new incident: #burrisfire off potter valley rd and hwy 20 east of calpella in mendocino county is 50 acres @calfire_meu,0.9479515271203992,
the following schools plan to be closed thursday oct 24 due to the planned power shutoff parents are encouraged to go to their schooldistrict website for the most up to date information or visit   ,0.6516024139682437,
catherine if you’re under evac warning you should still be ready to go if not unpack your worldly belongings and rest,0.9937507593594456,
new incident: #cabrillofire off highway 1 and gazos creek rd south of pescadero in san mateo county is 75 acres,0.9868581973495608,
#cabrillofire off highway 1 and gazos creek rd south of pescadero in san mateo county is 95 acres and 55% contained @calfireczu,0.9921856452100456,
@calfire_pio just a heads up the iep for today still mislabels windsor and healdsburg on the travel map p44 windsor is the one to the south,0.9517028113784668,
recap from tonights news conference on #kincadefire: 54298 acres have burned 5% containment 94 structures destroyed 17 damaged 79575 structures threatened nearly 3400 personnel on fire lines #redflagwarning expires tuesday 11am,0.9953371481543191,
oh wow thats a typo,0.9834670490503312,
sounds like were listening to the same stream :,0.9828115405409644,
the mandatory evacuation orders has been extended to parts of west county #kincadefire from   …,0.9752674906127129,
how windy will it be?   …,0.9769884013483432,"['38.7145519,-76.5719306']"
us too! were really glad the people like our updates that much!,0.9939137660788906,
#kincadefire at this time hwy 101 northbound at hopper ave is closed in northern santa rosa and sb 101 at cloverdale blvd south in cloverdale the highway will be closed indefinitely  …,0.9923115890211502,
yep!,0.9820125712565072,"['40.5910338,-75.62872879999999']"
evacuation order larkfieldwikiupmarkwest areas -   …,0.9890248712231116,
no worries twitter as an information medium is certainly flawed : latest maps include evacuation orders and warnings pushing south into santa rosa  …,0.9727062694805672,
los tribunales de derecho civil y familiar del condado de sonoma estarán cerrados hoy 31 de octubre de 2019 la detención juvenil estará abierta para audiencias de detención para obtener información actualizada haga clic aquí    #kincadefire #sonomafuerte,0.997544190821456,
free meals and food in sonoma   …,0.9833913599621432,
#sonomacounty  …,0.9846940273791552,
update 20 6:35 am #kincadefire all of geyserville is now under mandatory evacuation,0.9849377469770708,
incendio kincade anuncio de reunion comunitaria: miércoles 30 de octubre de 2019 6:30 pm twin pines casino middletown,0.99639709287071,
traffic has been released  …,0.9720133176786842,
strike team 9141c dispatched to from up in flag city at midnight to go to south ops likely for the #mariafire,0.9935810102011192,
fire reported approximately 2 miles north of pleasant headed towards east side of windsor also reported towards shiloh ridge instructions: evacuate if in area of windsor or healdsburg,0.9841940308150656,
 ,0.9809440026741888,
all schools in alexander cloverdale geyserville and healdsburg districts are closed today select schools closed in rincon valley and santa rosa #kincadefire   …,0.9857867455918016,
emergency tree work today on highway 20 in downtown colusa between 10th and bridge in advance of tonights high winds #psps @chpwilliams,0.9710488404800712,
thank you!,0.9915720177398174,
hydrants operate on the same water pressure as everything else thus the need to conserve water and pressure,0.9854841311444241,
update 9 11:34 pm #kincadefire fire is over 1000 acres mandatory evacs ordered ,0.989899124095912,
there was a reported person missing not sure as to the status of that i had to jump off the feed for a while but ill ask the other admins,0.9901998050277432,
orden de evacuación en partes de alexander valley y knights valley advertencia de evacuación en partes de knights valley,0.980770100291026,
we feel the same be safe,0.9866101309748916,
slow traffic on southbound sr51bus80 near h st watch for gravel spill from commercial vehicle ct in route to location for clean-up no eto,0.8033791961256659,
update 7 5:49 am #stagegulchfire #arnoldfire ic expects to begin releasing some units shortly ic will advise if task force 9 is required canceling the dozer,0.9393352387116836,
hi kent give us a call 707 565-3941,0.9791909865819288,
update 41 8:13 pm #kincadefire new satellite data suggests the fire grew over 2000 acres today but likely more putting the fire total to date at nearly 24000 acres please remember this is an estimate and not an actual total  …,0.9875863005720712,
new evacuation order announced at press conference for west of sebastopol to the coast ,0.98797727846456,
sonoma valley ballerina enrolls at san francisco ballet school   …,0.9387688033780052,"['37.778516,-122.421895']"
evacuation maps as of 10:30lm saturday,0.9789701549851036,
#hillfire off of granite valley and pyrite street in jurupa valley in riverside county is 300 acres and 15% contained mandatory evacuations and road closures are in place   …,0.9035150742033002,
#easyfire off west easy street and west los angeles avenue simi valley in ventura county is 1300 acres and 5% contained lead agency: ventura county fire department   ,0.9961266885959514,
new incident: #skyfire off commings skyway and i-80 south of crockett in contra costa county is 100 acres @calfirescu,0.9833559975114644,
#rawsonfire off gyle road and long dirt road northwest of corning in tehama county is 605 acres and 50% contained change in acreage due to better mapping @calfiretgu,0.9815579985606064,
not quite theyre evacuating 50k people ahead of winds which look very similar to those in october 2017 which started the tubbs nuns atlas and redwood fires,0.9943590572119506,
if you are experiencing emotional distress because of the recent power shutoffs in sonoma county a free national disaster distress helpline is available 24 hours a day seven days a week for support call 1-800-985-5990 or text talkwithus to 66746,0.9776187151507872,
new incident 12:32 am 2nd st west at piper ln sonoma reported vegetation fire in front of a house,0.9922076898978421,
#kincadefire off john kincade road and burned mountain road northeast of geyserville in sonoma county is 25955 acres and 11% contained   …,0.9916902312784036,
#skyfire off commings skyway and i-80 south of crockett in contra costa county is 150 acres and 85% contained unified command: cal fire santa clara unit crockett fire and contra costa fire,0.9984083008991153,
update 40 6:31 pm #kincadefire helco reports spotting 2 miles ahead of the fire thanks for the tip @cafirescanner,0.9726471957103724,
evacuation order for all geyserlville residents ***** orden de evacuacion para todos los residentes de gyeserville,0.9958715881128404,
hwy 101 closure and correction to zone 6 closure ,0.7505861990498129,"['41.3632465,-123.9894411']"
once authorities downgrade your neighborhood from mandatory to warning status you can return at your own risk warning areas are still at risk follow emergency alerts and if you hear hi-low sirens it’s time to leave more info here-  ,0.9991073140518212,
why you’ll feel like you’re in tokyo at sonomas shige sushi   …,0.9948529186878532,
vea este video para ayudar a usted y a su familia a estar seguros durante los incendios forestales #kincadefire ,0.992137862309604,
emergencies can cause emotional distress you can call the hope sonoma hotline for free and bilingual mental health services at 707 291-3788 or for more information visit   …,0.9940306706677664,
#traffic i-5 -yolo southbound traffic is reduced to 1 lane 65 mi south of woodland at county road 22 due to a head-on traffic collision involving a vehicle and a big rig as a result of a wrong-way driver,0.6672716645248005,
woops yeah the ampm is all screwed up on a bunch of posts!,0.9655304941825776,
sac 5 project continues roadwork along i-5 from elk grove to richards bl speed limit has been reduced in the construction zone to 55 mph more at   … @caltranshq @chp_valley @chpsouthsac @thecityofsac @cityofelkgrove @saccountyca,0.9953900593327564,"['38.5834262,-121.5030391']"
heavy traffic on hwy 101 as far as #henry1 can see evacuation orders in place for healdsburg and windsor stay prepared sonoma county #kincadefire,0.8782140351197455,
theres no downside to exercising extra caution :,0.9662988461383062,
#tickfire off tick canyon rd and summit knoll rd canyon country in los angeles county is 850 acres lead agency: @lacofdpio,0.990400756884591,
we will be live streaming the 10am kincade fire update press conference on facebook:  ,0.9880689354342368,
hi mary were sorry but we do not have an address other than the location mentioned in our tweet thank you for wanting to help we sincerely appreciate it,0.9951943733240141,
no threat to windsor at this time,0.9627505258973216,
thanks for the shout out!,0.981126045369932,
please note upon return to your home the internet and wi-fi may not be available cell towers may still be impacted from power shutoffs and fire activity #kincadefire,0.9772515655452234,
the fire burned to the back of lockwood drive in windsor,0.9868054289247901,"['38.5308137,-122.7752354']"
power shutoff message -   …,0.9808991823861356,
update 7 10:49 pm #kincadefire air attack 6wa going back to mcclellan due to severe turbulence,0.9828888641133164,
update 6 5:46 am #stagegulchfire #arnoldfire good progress being made,0.9879885226632222,
the one on 128,0.9723316398941648,"['42.5167149,-70.99873889999999']"
servicios para discapacitados y centro legal puede proporcionar baterías de respaldo que duran 48 horas a personas y personas mayores con discapacidad que están en medical visite el sitio web de dslc en   … o llame al 707-528-2748,0.9968393062009164,
  is the best source for real-time highway information or download the free quickmap app,0.9531742209213464,
update 28 7:33 am #kincadefire the fire has not grown significantly overnight nor have any new evacuations been ordered what did you think of @sonomascanner posts during the fire? comment below with any suggestions!,0.9934776699074508,
update 1 4:47 pm 7515 on scene no size up as of yet,0.9598645648163308,
trunk or treat! great turnout for this inaugural event happy to say more people showed up than we ever imagined happy to see all the smiling faces! #srtrunkortreat @santarosapolice @sonomasheriff #chp #halloween #sonomacounty,0.9915298274939932,
update 1 6:05 pm structure threatened possibly on fire,0.9851182940620404,
el gobernador @gavinnewsom ha declarado un estado de emergencia en todo el estado debido a los efectos de los eventos de vientos sin precedentes que han resultado en incendios y evacuaciones de 185000 in el condado de sonoma  …,0.9966303608463578,
final update: roadway clear  have a safe weekend ,0.9630484896944672,
#burrisfire off potter valley rd and hwy 20 east of calpella in mendocino county is 703 acres and 93% contained @calfire_meu,0.9714723908304216,
the worker who has not been identified was taken to the uc davis medical center burn unit calosha is investigating the incident to identify and correct workplace safety violations the agency was notified of the incident on oct 27,0.9898494131343624,
deputy’s view on hwy 128 and ida clayton road #kincadefire,0.9520744096588118,
if youre in a warning area and do not feel comfortable theres no problem heading to one of the open evacuation centers:  …,0.967100854863282,
listen as graton fire sounds an air raid siren over abc over to alert people about mandatory evacuations,0.9832331411565628,
all 40 sonoma county public school districts will be closed monday oct 28 and tuesday oct 29 los 40 distritos de escuelas públicas del condado de sonoma estarán cerrados el lunes 28 de octubre y el martes 29 de octubre   #kincadefire #kincade #sonomacounty,0.9373788377720894,
#sonomacounty  …,0.9846940273791552,
its all good we get roads confused too!,0.9807756576070334,
#kincadefire flag fully extended in front of the sheriff’s office #redflagwarning #californiawildfires,0.9877175348537044,
centros de evacuación: napa valley expo crosswalk community church in napa petaluma valley baptist church,0.9850986215121488,"['38.3004462,-122.3045247']"
caltrans team in route to assist first responders no eto,0.93465376942413,
update 92 4:30 pm #kincadefire task force 21 on scene of the jackson family winery with a fully involved cellar fire requesting additional units reach has transported 1 burn victim to the hospital the one mentioned in the previous update,0.9937491263649316,
¿tiene asuntos con el condado? oficinas del condado de sonoma están abiertas con servicios limitados hoy 1031 para obtener la lista de oficinas y servicios abiertos hoy visite    las demás operaciones del condado están cerradas #sonomafuerte #kincadefire,0.9865542761533695,
#burrisfire off potter valley rd and hwy 20 east of calpella in mendocino county is 250 acres @calfire_meu,0.9537150810942416,
as residents are returning home and the power is being turned back on here’s a short video with some things to consider as you return:   … #kincadefire,0.9659951410027446,
for those impacted by the kincade fire in sonoma county @airbnb hosts are offering free temporary housing through november 7:  for additional locations visit:   … #kincadefire,0.9855363601247196,
more evacuations east of geyserville ,0.9701784596744094,
update 1 5:24 pm units on scene report a fully involved dumpster canceling the balance,0.9734562620867072,
"the mandatory evacuations have been ahead of time and proactive not under immediate fire danger in 2017 they were ""get out _now_"" use your best judgement on how much time you take",0.9874677637343648,
smoky air from kincade fire blankets sonoma county   …,0.9906797293629092,
final update 8:12 pm no person trapped 1 truck and the ambulance to handle,0.98701307032269,
there are over 3000 people fighting the #kincadefire in addition to the numerous helicopters and air tankers some of those air assets have been splitting time between vallejo and sonoma county unfortunately,0.9620068817241788,
anticipated power outages are expected starting this evening know what to do if a traffic signal is flashing red or not working,0.9637110636672808,
be safe out there,0.9917038936661746,
